"ID";"age";"balance";"previous";"job";"marital";"education";"housing";"loan";"poutcome";"y"
2581;41;348;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2582;28;-181;2;"unemployed";"single";"secondary";"yes";"yes";"failure";"no"
2583;42;356;2;"unemployed";"married";"secondary";"yes";"no";"failure";"yes"
2584;37;740;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2585;32;0;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
2586;40;168;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2587;37;591;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2588;33;348;1;"employed";"married";"secondary";"yes";"no";"success";"no"
2589;46;-154;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2590;30;3086;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2591;33;2558;2;"employed";"divorced";"tertiary";"no";"no";"failure";"no"
2592;35;848;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2593;29;0;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2594;45;608;2;"employed";"divorced";"secondary";"yes";"yes";"failure";"yes"
2595;48;60;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
2596;32;626;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2597;30;86;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
2598;43;146;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2599;52;0;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
2600;50;26;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2601;45;-184;2;"employed";"divorced";"secondary";"yes";"no";"failure";"yes"
2602;49;734;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2603;34;279;1;"employed";"single";"primary";"yes";"no";"failure";"no"
2604;49;762;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2605;38;117;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2606;37;4760;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2607;40;-607;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2608;43;9;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2609;39;2345;2;"unemployed";"single";"secondary";"yes";"no";"failure";"yes"
2610;50;400;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2611;31;-181;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2612;39;2749;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2613;34;233;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2614;57;75;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2615;53;7;1;"employed";"married";"tertiary";"no";"yes";"failure";"no"
2616;45;264;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2617;40;167;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2618;56;2313;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2619;34;1234;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2620;38;0;1;"employed";"single";"primary";"yes";"yes";"failure";"no"
2621;41;-4;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2622;34;5945;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2623;59;6237;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2624;40;2679;1;"unemployed";"divorced";"secondary";"yes";"yes";"failure";"no"
2625;56;73;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2626;31;1144;1;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2627;46;716;1;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
2628;35;0;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2629;57;28;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2630;51;74;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2631;58;950;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2632;35;156;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2633;48;1794;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2634;48;84;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
2635;31;8;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2636;32;259;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2637;50;20;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2638;44;533;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2639;39;171;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2640;49;4300;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2641;57;6005;2;"unemployed";"married";"secondary";"yes";"no";"failure";"yes"
2642;23;0;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2643;32;1918;1;"employed";"single";"primary";"yes";"no";"failure";"no"
2644;53;0;2;"unemployed";"married";"primary";"yes";"no";"failure";"no"
2645;40;408;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2646;38;859;2;"unemployed";"divorced";"secondary";"yes";"yes";"failure";"no"
2647;36;0;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2648;47;265;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2649;51;-35;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2650;44;227;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2651;31;1090;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2652;51;203;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2653;45;972;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2654;41;0;2;"unemployed";"single";"primary";"no";"no";"failure";"no"
2655;42;0;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2656;33;1925;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2657;38;238;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2658;36;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2659;44;-204;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2660;44;1343;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2661;46;-100;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2662;37;403;1;"employed";"married";"primary";"yes";"no";"success";"no"
2663;40;109;2;"employed";"single";"primary";"yes";"no";"failure";"no"
2664;35;70;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2665;42;4;1;"employed";"married";"tertiary";"yes";"no";"success";"yes"
2666;41;0;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2667;47;759;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2668;37;638;2;"employed";"divorced";"secondary";"yes";"no";"success";"no"
2669;45;0;1;"employed";"married";"secondary";"no";"no";"failure";"no"
2670;42;3279;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2671;43;0;2;"employed";"married";"secondary";"no";"yes";"failure";"no"
2672;52;26;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2673;57;830;1;"employed";"married";"tertiary";"yes";"yes";"success";"yes"
2674;34;268;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2675;46;245;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2676;42;258;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2677;32;0;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
2678;40;287;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2679;56;935;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2680;36;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2681;36;1531;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2682;40;-222;1;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2683;40;280;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2684;36;535;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2685;39;1685;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2686;49;-202;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2687;46;-637;1;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2688;52;337;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2689;34;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2690;37;1314;2;"unemployed";"married";"secondary";"yes";"no";"success";"no"
2691;46;740;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2692;32;2696;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2693;28;430;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2694;44;293;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2695;34;1866;1;"employed";"single";"secondary";"no";"no";"failure";"no"
2696;41;75;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2697;37;4543;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2698;31;25;2;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
2699;31;1;2;"employed";"divorced";"primary";"yes";"no";"failure";"no"
2700;44;438;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2701;38;566;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2702;57;13;2;"employed";"divorced";"primary";"yes";"no";"failure";"no"
2703;31;-209;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2704;55;481;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
2705;48;257;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2706;53;4493;2;"unemployed";"married";"secondary";"no";"no";"failure";"no"
2707;36;515;2;"employed";"divorced";"secondary";"yes";"yes";"failure";"no"
2708;39;-762;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2709;50;-470;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2710;56;39;2;"employed";"single";"primary";"yes";"no";"failure";"no"
2711;31;49;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2712;41;2576;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2713;52;863;2;"employed";"married";"primary";"no";"no";"failure";"no"
2714;45;2237;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
2715;40;498;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2716;47;1374;2;"unemployed";"married";"primary";"no";"yes";"failure";"yes"
2717;43;490;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2718;36;23;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2719;35;387;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"yes"
2720;30;23;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2721;42;-556;2;"employed";"married";"tertiary";"yes";"yes";"failure";"yes"
2722;39;0;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2723;36;0;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2724;32;95;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2725;34;471;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2726;52;824;2;"employed";"single";"tertiary";"no";"no";"failure";"no"
2727;36;153;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2728;38;395;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2729;44;140;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2730;39;324;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2731;41;211;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2732;44;177;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2733;42;3018;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2734;29;572;1;"employed";"single";"tertiary";"yes";"no";"success";"no"
2735;34;140;1;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2736;42;714;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2737;42;256;1;"unemployed";"divorced";"secondary";"no";"no";"failure";"no"
2738;46;1807;2;"unemployed";"divorced";"primary";"yes";"no";"failure";"no"
2739;36;432;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2740;55;1402;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2741;43;704;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2742;57;-34;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
2743;60;-396;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2744;44;738;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2745;45;0;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2746;54;943;2;"unemployed";"married";"primary";"yes";"yes";"failure";"no"
2747;38;741;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2748;40;6767;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2749;47;-59;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2750;35;356;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2751;36;483;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2752;50;284;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2753;44;985;2;"unemployed";"single";"secondary";"yes";"yes";"failure";"no"
2754;43;221;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
2755;35;4515;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
2756;37;0;1;"employed";"married";"primary";"no";"no";"failure";"no"
2757;38;0;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2758;39;243;1;"unemployed";"single";"tertiary";"no";"yes";"failure";"no"
2759;35;434;2;"employed";"divorced";"tertiary";"yes";"no";"success";"no"
2760;45;1265;1;"employed";"married";"primary";"yes";"no";"success";"no"
2761;41;-109;1;"unemployed";"single";"secondary";"yes";"yes";"failure";"yes"
2762;54;7249;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
2763;41;236;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2764;29;228;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2765;49;-212;1;"unemployed";"divorced";"secondary";"yes";"yes";"failure";"no"
2766;29;477;1;"employed";"divorced";"secondary";"yes";"yes";"failure";"no"
2767;36;866;1;"unemployed";"single";"secondary";"yes";"no";"failure";"yes"
2768;35;873;2;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
2769;30;948;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2770;43;580;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"yes"
2771;46;101;2;"employed";"married";"primary";"yes";"no";"success";"no"
2772;32;367;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2773;40;4904;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2774;39;3047;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2775;36;-461;1;"employed";"married";"secondary";"no";"no";"failure";"no"
2776;42;4900;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2777;33;4789;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2778;42;-396;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2779;45;839;2;"employed";"divorced";"tertiary";"yes";"no";"failure";"no"
2780;37;295;2;"unemployed";"divorced";"secondary";"yes";"yes";"failure";"no"
2781;44;-8;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2782;51;726;2;"unemployed";"single";"secondary";"yes";"no";"success";"no"
2783;41;-312;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2784;55;59;1;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
2785;30;2597;2;"employed";"divorced";"primary";"yes";"no";"failure";"no"
2786;39;283;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2787;31;0;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2788;43;518;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2789;47;71;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2790;54;1252;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2791;40;-17;1;"employed";"married";"tertiary";"yes";"yes";"success";"yes"
2792;40;98;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2793;49;24;1;"employed";"divorced";"primary";"yes";"no";"success";"yes"
2794;33;358;1;"employed";"married";"secondary";"no";"no";"failure";"no"
2795;23;2412;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2796;35;2048;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2797;56;150;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2798;34;-10;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2799;55;13;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2800;43;898;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2801;32;314;2;"unemployed";"married";"secondary";"yes";"no";"success";"no"
2802;55;2059;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2803;37;321;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2804;38;3049;1;"unemployed";"single";"secondary";"yes";"yes";"failure";"no"
2805;44;0;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2806;58;3058;1;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2807;40;3;2;"employed";"single";"secondary";"yes";"yes";"failure";"no"
2808;51;602;2;"employed";"divorced";"primary";"yes";"no";"failure";"no"
2809;51;-55;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2810;39;1403;2;"employed";"married";"secondary";"no";"no";"failure";"no"
2811;38;493;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2812;41;306;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2813;43;-416;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2814;39;322;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2815;42;1449;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2816;32;1145;2;"employed";"divorced";"tertiary";"yes";"no";"success";"no"
2817;41;1395;2;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
2818;36;0;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2819;37;293;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2820;34;0;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2821;44;0;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2822;45;503;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2823;37;20;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2824;32;-23;1;"employed";"single";"secondary";"no";"no";"failure";"no"
2825;37;223;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2826;33;2366;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2827;57;5486;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2828;50;326;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2829;37;-17;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2830;37;771;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2831;27;100;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2832;52;-178;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2833;31;2153;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2834;58;3867;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2835;58;1301;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2836;52;540;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2837;35;-315;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2838;38;-120;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2839;43;426;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2840;38;5293;2;"employed";"married";"secondary";"yes";"no";"failure";"yes"
2841;33;142;2;"employed";"divorced";"primary";"yes";"no";"failure";"no"
2842;50;199;2;"unemployed";"married";"primary";"no";"no";"failure";"no"
2843;39;381;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2844;35;0;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2845;44;254;2;"employed";"married";"tertiary";"yes";"yes";"failure";"no"
2846;35;-367;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2847;56;102;1;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2848;44;1071;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2849;37;246;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2850;33;-331;2;"unemployed";"divorced";"secondary";"yes";"yes";"failure";"no"
2851;47;1571;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2852;40;695;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2853;34;213;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2854;39;1005;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2855;48;7985;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2856;36;0;1;"employed";"divorced";"primary";"yes";"no";"failure";"no"
2857;57;124;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2858;25;931;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2859;34;395;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2860;38;0;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2861;42;-204;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2862;44;370;1;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2863;33;48;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2864;37;1653;2;"employed";"married";"primary";"yes";"yes";"failure";"no"
2865;57;99;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2866;39;27;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2867;34;-333;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2868;35;313;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2869;48;222;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2870;35;244;1;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2871;55;154;2;"employed";"married";"tertiary";"no";"no";"failure";"no"
2872;31;1598;1;"employed";"single";"secondary";"yes";"no";"success";"no"
2873;36;219;1;"employed";"single";"secondary";"yes";"yes";"failure";"no"
2874;59;0;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2875;46;875;2;"unemployed";"divorced";"secondary";"yes";"yes";"failure";"no"
2876;53;238;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2877;48;-470;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2878;35;6;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2879;49;-18;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2880;50;388;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
2881;44;-497;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2882;46;2603;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2883;45;744;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2884;44;953;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2885;37;1165;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2886;35;151;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2887;40;4136;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2888;41;2067;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2889;50;0;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2890;34;10;1;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2891;56;141;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2892;43;0;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2893;36;-185;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2894;36;109;2;"employed";"single";"primary";"yes";"no";"failure";"no"
2895;42;218;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2896;43;277;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2897;59;146;2;"unemployed";"married";"tertiary";"yes";"no";"failure";"no"
2898;33;310;1;"employed";"single";"secondary";"yes";"no";"failure";"no"
2899;54;0;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2900;34;0;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2901;41;-648;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2902;41;4063;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2903;58;502;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2904;41;1734;2;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2905;50;8648;1;"unemployed";"married";"secondary";"no";"no";"failure";"yes"
2906;54;87;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2907;43;591;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2908;34;165;1;"unemployed";"married";"secondary";"no";"no";"failure";"no"
2909;34;479;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"yes"
2910;40;780;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2911;41;254;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2912;55;99;2;"employed";"single";"secondary";"yes";"no";"failure";"no"
2913;32;169;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2914;37;1655;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2915;32;146;1;"unemployed";"divorced";"tertiary";"yes";"no";"failure";"no"
2916;37;1109;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2917;38;199;1;"employed";"single";"primary";"yes";"no";"failure";"yes"
2918;55;2102;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2919;37;0;1;"employed";"married";"primary";"yes";"no";"success";"no"
2920;39;25;2;"employed";"married";"secondary";"yes";"yes";"failure";"yes"
2921;46;278;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2922;34;7;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2923;38;1533;2;"unemployed";"divorced";"secondary";"yes";"no";"success";"no"
2924;30;112;2;"employed";"single";"tertiary";"yes";"yes";"failure";"no"
2925;53;545;1;"unemployed";"single";"secondary";"yes";"no";"failure";"no"
2926;47;216;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2927;54;349;1;"unemployed";"divorced";"tertiary";"yes";"no";"failure";"no"
2928;43;1076;1;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2929;33;1034;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2930;41;598;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2931;36;687;2;"employed";"single";"tertiary";"yes";"no";"failure";"no"
2932;43;323;2;"unemployed";"married";"secondary";"yes";"yes";"failure";"no"
2933;60;-134;2;"unemployed";"divorced";"tertiary";"no";"no";"failure";"no"
2934;29;135;1;"unemployed";"single";"tertiary";"yes";"no";"failure";"no"
2935;40;1194;2;"employed";"divorced";"secondary";"yes";"no";"failure";"no"
2936;41;1535;1;"unemployed";"married";"secondary";"yes";"no";"success";"no"
2937;38;1616;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2938;40;106;1;"employed";"married";"primary";"yes";"no";"failure";"no"
2939;30;265;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2940;43;188;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2941;43;24;1;"employed";"single";"secondary";"no";"no";"failure";"no"
2942;39;476;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2943;37;1573;2;"unemployed";"divorced";"secondary";"yes";"no";"failure";"no"
2944;43;-404;1;"employed";"married";"primary";"yes";"yes";"failure";"no"
2945;47;311;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2946;53;218;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2947;49;666;2;"employed";"married";"tertiary";"yes";"no";"failure";"no"
2948;41;277;2;"unemployed";"married";"secondary";"yes";"no";"failure";"no"
2949;32;522;2;"employed";"married";"secondary";"yes";"yes";"failure";"no"
2950;44;103;2;"employed";"married";"primary";"yes";"no";"failure";"no"
2951;30;-158;2;"employed";"single";"secondary";"yes";"no";"failure";"yes"
2952;34;-53;1;"employed";"married";"secondary";"yes";"no";"failure";"no"
2953;46;66;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
2954;49;425;2;"employed";"married";"secondary";"yes";"no";"failure";"no"
